U.Summary Code,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,Used,Other
321,0,0,0,0,0,0,0,0,3,2,1,3,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,1,0,0,0,0,20,7,22,55,18,4,55,11,6,59,20,6,19,5,0,10,10,0,0,2,1,0,44,20,28,5,34,1,1,3,5,4,0,3,0,0,0,0,0,13,1,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,14,25,0,2,0,0,1,2,1,2,2,1,0,0,6,293,8,1,0,0,1,20,4,0,0,0,0,14,0,2,25,3,3,0,0
3311IS,1,1,0,92,6,2,0,0,24,22,6,14,13,2,8,1,2,33,315,8,587,38,65,37,205,0,1,5,2,0,63,0,77,2,228,18,33,20,5,32,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,17,0,0,0,0,0,0,0,0,107,5,0,0,0,16,0,2,0,0,0,0,14,8,8,10,0,0,1,3,1,0,1,11,1,11,1,1,7,5,2,0,0,0,0,0,0,0,4,0,0
3313NF,0,0,0,0,0,0,0,0,0,2,0,3,1,3,2,1,0,1,94,234,107,2,1,3,48,0,2,26,7,0,94,0,41,1,66,5,6,4,10,28,2,6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,3,0,0
332,5,9,2,410,12,13,0,9,42,19,15,34,69,106,26,14,9,5,20,4,305,43,162,9,237,1,20,7,23,1,89,19,137,23,278,72,67,19,18,13,27,9,2,1,0,19,1,1,10,2,0,100,49,1,1,1,2,3,2,5,2,3,0,0,5,5,1,3,2,4,1,12,9,0,1,0,28,22,2,1,7,8,2,1,0,83,22,95,4,1,17,2,1,0,0,0,0,0,0,13,7,0,6,0,15,2,24,1,2,3,1,29,15,29,1,1,1,0,0,1,2,0,56,0,4,11,25,77,3,8,0,146,10,1,16,2,15,59,0,0
33311,122,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,15,17,0,0
33312,0,0,0,166,110,47,0,0,0,24,2,211,12,5,51,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33313,0,0,0,22,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3332OM,1,0,1,230,31,59,31,2,106,58,73,48,186,4,16,14,15,4,11,45,277,72,235,73,1332,0,1,3,16,0,196,112,718,290,1226,64,209,4,-9,70,82,83,4,1,0,91,41,3,311,4,0,129,61,1,4,2,16,11,2,13,2,11,2,0,6,4,2,5,1,2,5,4,3,0,1,1,11,4,1,1238,1,63,1,0,0,2,5,42,2,1,1,0,0,0,36,0,0,0,0,0,51,0,12,9,57,7,31,3,6,26,0,208,139,132,112,32,0,13,0,146,11,1,1,0,8,3,10,326,4,19,0,33,11,-3,108,54,42,104,0,0
3341,0,0,0,0,0,1,0,0,10,2,0,3,2,0,3,1,2,2,0,1,2,0,0,0,1,29,5,10,20,0,0,1,9,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,8,14,3,4,7,3,11,4,0,0,0,5,0,0,1,0,2,5,0,1,0,6,14,2,12,19,7,37,0,0,0,21,0,0,14,2,19,14,8,19,26,6,13,25,37,10,44,26,7,6,4,0,3,0,11,0,1,14,1,7,6,5,0,1,12,0,9,6,0,37,8,8,3,0,0
3342,0,0,0,0,0,0,0,0,40,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,9,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,13,2,6,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,12,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,26,0,15,0,0,0,0,0
3344,0,0,0,0,0,0,0,0,1,1,0,4,0,0,6,5,23,9,6,17,68,9,14,9,106,18,68,350,142,6,76,3,82,3,452,32,7,14,8,15,21,48,8,6,0,-9,10,6,9,7,0,29,21,19,-2,8,18,23,1388,0,0,19,2,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,107,100,14,89,1,24,16,0,0,0,0,0,0,0,1,0,156,1,9,0,60,0,3,0,0,0,23,0,21,0,0,0,0,0,5,2,0,0,0,0,0,171,0,0,0,15,73,0,5,0,10,1,0,0
3345,0,0,0,1,0,1,0,0,4,1,4,4,0,0,1,0,0,1,0,0,105,0,0,0,36,1,36,29,214,0,12,2,11,2,0,35,20,0,13,0,0,0,0,0,0,0,1,0,27,2,0,0,4,0,0,0,0,0,0,0,0,0,17,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,19,3,240,1,4,0,21,0,0,1,8,9,8,20,9,4,4,73,18,0,1,0,0,0,1,11,2,11,0,26,17,0,0,0,0,28,0,0
334X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,12,2,0,0,2,0,0,2,0,1,0,0,0,0,0
335,428,178,2,0,3,53,0,1,189,306,154,188,42,11,110,28,8,6,72,11,132,15,26,7,716,7,14,17,51,1,526,0,5,3,129,45,36,5,32,6,53,25,0,3,0,26,5,6,17,13,0,13,17,0,0,0,0,1,0,0,0,0,0,0,34,1,1,0,0,1,0,1,0,0,0,0,1,14,0,1,0,3,0,0,0,0,9,52,2,2,0,1,0,0,0,1,0,0,0,3,5,0,56,8,115,4,23,0,71,1,1,19,22,21,-5,0,0,0,0,0,7,2,3,0,4,3,7,100,1,1,0,33,167,0,71,9,6,143,0,0
336111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3362BP,19,11,2,45,21,8,1,0,0,73,0,0,0,0,0,0,63,18,22,8,36,104,124,9,73,1,13,3,8,0,29,268,3557,298,1220,19,71,14,9,13,80,59,5,2,0,37,5,6,6,7,0,25,20,14,5,19,44,108,3,108,14,53,18,0,123,78,13,47,38,19,4,115,19,0,1,0,195,18,0,2,0,71,5,1,5,24,4,4,0,1,28,5,1,0,0,0,0,0,0,0,125,0,4,0,22,16,61,16,24,26,9,465,86,50,33,5,2,1,4,20,101,8,136,2,8,9,80,425,32,59,0,321,10,159,153,12,202,76,0,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,60,0,0,0,0,0,0,0
3365AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,0,0,2,0,2,0,1,76,1,5,0,113,2,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
3399,0,0,0,3,1,0,0,0,2,4,1,6,1,1,3,1,0,0,0,0,2,5,0,21,77,0,0,0,0,0,26,5,23,1,85,0,0,0,0,37,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,2,6,7,0,4,0,0,10,6,0,3,1,0,5,14,1,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,1,0,1,0,14,1,4,1,0,0,2,7,2,1,1,0,0,0,3,0,1,0,4,0,8,1,6,2,2,0,0,0,1,0,4,4,6,0,0,0
311,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,7,0,1,4,85,0,0,1,0,3,0,1,34,17,14,0,0,0
3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,9,0,0,111,3,2,0,0,0,125,22,84,2,0,0,0,0,0,17,0,2,3,0,4,4,0,3,2,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,0,0,1,5,0,1,1,5,0,0,0
315AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0
322,0,0,0,1,0,0,0,0,2,1,1,2,0,0,15,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0,74,53,0,0,0,0,1,20,0,0,1,1,2,1,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,4,0,0,0,3,4,0,1,0,1,1,1,1,3,0,1,20,3,20,0,0,1,0,0,1,2,1,1,0,1,18,7,0,1,1,0,1,2,0,9,3,3,9,0,0
