"hs9_NA_imp"
"Current date: 05/11/2025 12:33 PM (Eastern Daylight Time)"
"Commodity","Time","Country","Customs Value (Gen) ($US)",
"0106200000 Reptiles (including Snakes And Turtles), Live (no)","2024","Solomon Islands","118,356"
"0301110090 Freshwater Fish, Ornamental, Live, Nesoi (kg)","2024","Palau","327,165"
"0301110090 Freshwater Fish, Ornamental, Live, Nesoi (kg)","2024","Tonga","21,086"
"0301190000 Fish, Ornamental, Live, Nesoi (kg)","2024","Palau","83,069"
"0301190000 Fish, Ornamental, Live, Nesoi (kg)","2024","Solomon Islands","36,131"
"0301190000 Fish, Ornamental, Live, Nesoi (kg)","2024","Tonga","96,263"
"0302320000 Yellowfin Tunas Fr/ch Except Fillets Livers & Roes (kg)","2024","Tonga","81,003"
"0302340000 Bigeye Tunas, Fr/ch, Except Fillets, Livers & Roes (kg)","2024","Tonga","7,601"
"0302895072 Mahi Mahi Fr/ch, Exc Livers Roes Fillets Etc Nesoi (kg)","2024","Tonga","255,256"
"0306110020 Rock Lobster And Other Sea Crawfish, Frozen, Nesoi (kg)","2024","Papua New Guinea","1,738,415"
"0307430029 Other Loligo Squid, Frozen (except Fillets), Nesoi (kg)","2024","Vanuatu","349,063"
"0307430050 Other Squid, Frozen (except Fillets) (kg)","2024","Vanuatu","1,095,147"
"0308900100 Aquatic Invertebrates, Nesoi (kg)","2024","Solomon Islands","27,544"
"0308900100 Aquatic Invertebrates, Nesoi (kg)","2024","Tonga","35,008"
"0508000000 Coral, Shell Of Molluscs Etc Unworked Powder/waste (kg)","2024","Palau","48,912"
"0508000000 Coral, Shell Of Molluscs Etc Unworked Powder/waste (kg)","2024","Solomon Islands","149,677"
"0508000000 Coral, Shell Of Molluscs Etc Unworked Powder/waste (kg)","2024","Tonga","102,090"
"0709990500 Jicamas And Breadfruit, Fresh Or Chilled (kg)","2024","Tonga","2,100"
"0714101000 Cassava (manioc) Frozen (kg)","2024","Tonga","75,599"
"0714302000 Yams, Frozen (kg)","2024","Tonga","2,732"
"0714401001 Taro, Fresh Or Chilled (kg)","2024","Samoa","269,490"
"0714402000 Taro, Frozen (kg)","2024","Papua New Guinea","36,400"
"0714402000 Taro, Frozen (kg)","2024","Tonga","2,792"
"0811908095 Fruits & Nuts, Unckd/cookd By Water, Frozen, Nesoi (kg)","2024","Samoa","44,000"
"0811908097 Fruits & Nuts, Unckd/cookd By Water, Frozen, Nesoi (kg)","2024","Samoa","70,967"
"0901110015 Coffee, Organic, Arabica, Not Decaf, Not Roasted (kg)","2024","Papua New Guinea","1,374,189"
"0901110025 Coffee, Arabica, Not Organic Not Decaf Not Roasted (kg)","2024","Papua New Guinea","54,814,720"
"0901110045 Coffee, Organic, Not Arabica Not Decaf Not Roasted (kg)","2024","Papua New Guinea","736,089"
"0901110055 Coffee Not Organic Not Arabica Not Decaf Not Roast (kg)","2024","Papua New Guinea","108,784"
"0901110055 Coffee Not Organic Not Arabica Not Decaf Not Roast (kg)","2024","Pitcairn Islands","5,787"
"0901120015 Coffee Certified Organic Decaffeinated Not Roasted (kg)","2024","Papua New Guinea","101,353"
"0901120025 Coffee, Decaffeinated, Not Organic, Not Roasted (kg)","2024","Papua New Guinea","129,993"
"0905100000 Vanilla, Neither Crushed Nor Ground (kg)","2024","Papua New Guinea","1,777,882"
"0905200000 Vanilla, Crushed Or Ground (kg)","2024","Papua New Guinea","3,842"
"1211904020 Mint Leaves Frsh/drd As Herbal Teas & Herbal Infsn (kg)","2024","Solomon Islands","6,000"
"1211908931 Substances, Prncply Used As Medicament Fr/dr Nesoi (kg)","2024","Vanuatu","57,510"
"1211908980 Herbal Teas & Infusions (single Species), Fr/dr (kg)","2024","Solomon Islands","156,250"
"1211908980 Herbal Teas & Infusions (single Species), Fr/dr (kg)","2024","Vanuatu","923,685"
"1211908990 Other Plants & Parts, Nesoi, Fr/dr (kg)","2024","Samoa","42,750"
"1211908990 Other Plants & Parts, Nesoi, Fr/dr (kg)","2024","Solomon Islands","308,463"
"1211908990 Other Plants & Parts, Nesoi, Fr/dr (kg)","2024","Tonga","193,127"
"1211908990 Other Plants & Parts, Nesoi, Fr/dr (kg)","2024","Vanuatu","9,853,102"
"1211909300 Plants And Parts, Used In Perfm/phrm/insct, Ch/frz (kg)","2024","Tonga","2,790"
"1212210000 Seaweeds & Other Algae Fit For Human Consumption (kg)","2024","Tonga","32,249"
"1212999200 Fruit Stones/kernels/veg Prodcts, Edible, Nesoi (kg)","2024","Solomon Islands","3,600"
"1212999200 Fruit Stones/kernels/veg Prodcts, Edible, Nesoi (kg)","2024","Tonga","11,207"
"1212999200 Fruit Stones/kernels/veg Prodcts, Edible, Nesoi (kg)","2024","Vanuatu","649,978"
"1302194140 Substances Havng Anesthetic Prophylactic Etc Nesoi (kg)","2024","Vanuatu","121,095"
"1404909090 Other Vegetable Products Neosi (kg)","2024","Tonga","3,048"
"1513110000 Coconut (copra) Oil, Crude, Not Chemiclly Modified (kg)","2024","Samoa","3,408,378"
"1515902100 Nut Oils (kg)","2024","Vanuatu","21,122"
"1605546030 Squid Except Loligo, Prepared Or Preserved (kg)","2024","Vanuatu","183,228"
"1801000000 Cocoa Beans, Whole Or Broken, Raw Or Roasted (kg)","2024","Papua New Guinea","9,661,448"
"1801000000 Cocoa Beans, Whole Or Broken, Raw Or Roasted (kg)","2024","Samoa","2,652"
"1801000000 Cocoa Beans, Whole Or Broken, Raw Or Roasted (kg)","2024","Vanuatu","87,895"
"1805000000 Cocoa Powder, Not Sweetened (kg)","2024","Samoa","3,600"
"2009897091 Juice Of Any Other Single Fruit, Nesoi (l)","2024","Samoa","28,000"
"2009897091 Juice Of Any Other Single Fruit, Nesoi (l)","2024","Solomon Islands","26,094"
"2101209000 Other Preparations With A Basis Of Tea/mate, Nesoi (kg)","2024","Solomon Islands","4,500"
"2106909987 Herbal Teas/infusions Of Mixed Herbs, Nesoi (kg)","2024","Solomon Islands","20,000"
"2204215040 Red Wine Lt=14% Vol Alc Lt=2l Gt $1.05/l Nt Cf Org (l)","2024","Papua New Guinea","36,020"
"2204215055 Wht Wine Lt=14% Vol Alc Lt=2l Gt $1.05/l Nt Cf Org (l)","2024","Papua New Guinea","13,594"
"2306500000 Coconut Or Copra Oilcake & Solid Residue W/nt Grnd (kg)","2024","Papua New Guinea","172,713"
"2306500000 Coconut Or Copra Oilcake & Solid Residue W/nt Grnd (kg)","2024","Samoa","225,000"
"3214100090 Painters' Fillings (kg)","2024","Solomon Islands","119,544"
"3923109000 Boxes,cases,crates&similar Artc,of Plastic Nesoi (kg)","2024","Solomon Islands","6,041"
"3924905650 Household Hygenic Or Toilet Articles Plastic Nesoi (no)","2024","Tonga","291"
"3926902500 Handles & Knobs,of Plastic,nesoi (kg)","2024","Tonga","770"
"3926909985 Articles Of Plastics Etc, Nesoi (no)","2024","Papua New Guinea","45,154"
"3926909985 Articles Of Plastics Etc, Nesoi (no)","2024","Samoa","145,452"
"3926909985 Articles Of Plastics Etc, Nesoi (no)","2024","Tonga","6,257"
"4009420050 Tubes,vulcanizd Rub,combind W/ Mat,w/ Fit,nesoi (kg)","2024","Tonga","18,150"
"4015121010 Medical Gloves, Vulcanize Rubber, Nesoi (dpr)","2024","Tonga","401,104"
"4016910000 Floor Covering & Mat, Vulcanize Rub, Exc Hard Rub (kg)","2024","Samoa","1,638"
"4113306000 Reptile Leather, Fancy, Except Vegetable Pretanned (m2)","2024","Papua New Guinea","5,324"
"4202219000 Handbags,outer Surface Of Leather,val Over $20 Ea (no)","2024","Solomon Islands","5,817"
"4202219000 Handbags,outer Surface Of Leather,val Over $20 Ea (no)","2024","Vanuatu","2,125"
"4202228930 Handbag W Outer Surf Tex Mat Of Cotton, Nesoi (no)","2024","Vanuatu","294"
"4202999000 Other Bags,nesoi (no)","2024","Papua New Guinea","4,970"
"4203102000 Articles Of Apparel,of Reptile Leather (no)","2024","Papua New Guinea","6,111"
"4407220006 Balsa Wood, Sawn/chipped Lengthwise, Gt 6mm Thick (m3)","2024","Papua New Guinea","44,236"
"4408900197 N-conf Wood Sheets For Veneer Etc Lt=6mm Thk Nesoi (m2)","2024","Papua New Guinea","59,750"
"4409292660 Wood Flooring Nesoi, Not Trop Nonconiferous (m2)","2024","Solomon Islands","8,353"
"4420110000 Statuettes And Other Ornaments Of Tropical Wood (no)","2024","Tonga","3,440"
"4421999880 Articles Of Wood, Nesoi (kg)","2024","Papua New Guinea","45,218"
"4601298000 Floor Coverings Veg Mat'l Bound Strand/woven Sheet (kg)","2024","Samoa","5,400"
"4602191800 Baskets And Bags Of Vegetable Material, Nesoi (no)","2024","Vanuatu","27,349"
"4814900200 Wallpr/simlr Wallcvrng Nesoi; ppr Windw Transparen (kg)","2024","Tonga","9,200"
"4821104000 Paper/pprboard Labels Of All Kinds, Printed, Nesoi (kg)","2024","Tonga","3,652"
"4823209000 Filter Paper/paperboard, Cut To Size/shape, Nesoi (kg)","2024","Tonga","132,078"
"4823700040 Molded Or Pressed Articles Of Paper Pulp, Nesoi (kg)","2024","Samoa","3,846"
"4901100040 Printed Matter Nesoi, In Single Sheets (kg)","2024","Samoa","40,000"
"4901990040 Bibles/testaments/prayer Books Oth Religious Books (no)","2024","Samoa","2,656"
"4903000000 Children's Picture, Drawing Or Coloring Books (no)","2024","Papua New Guinea","5,400"
"4903000000 Children's Picture, Drawing Or Coloring Books (no)","2024","Tonga","4,350"
"4911914040 Pictures/designs/photographs Not Over 20 Yrs Nesoi (kg)","2024","Tonga","50,160"
"5511100030 Yrn N Swg Th mmf St Fb Rt Sl Syn Gt=85% Ac/mac (kg)","2024","Tonga","813"
"5701901090 Textile Carpeting, Machine-knotted Pile, Nesoi (m2)","2024","Tonga","4,402"
"6104420010 Women's Dresses Of Cotton, Knit (doz)","2024","Samoa","1,946"
"6104432020 Girls' Dresses Of Other Synthetic Fibers, Knit (doz)","2024","Tonga","1,819"
"6105100010 Men's Shirts Of Cotton, Knit (doz)","2024","Papua New Guinea","345"
"6105100010 Men's Shirts Of Cotton, Knit (doz)","2024","Samoa","474"
"6105202010 Men's Shirts Of Other Manmade Fibers, Knit (doz)","2024","Papua New Guinea","10,058"
"6105202030 Boys' Shirts Of Manmade Fibers, Nesoi, Knit (doz)","2024","Papua New Guinea","4,902"
"6109100012 Men's T-shirts Exc Underwear Of Cotton, Knit (doz)","2024","Papua New Guinea","1,074"
"6110121020 W/g Sweaters Wholly Of Cashmere, Knit (doz)","2024","Samoa","3,600"
"6110202041 Men Sweatshirts Of Cotton, Knitted Or Crocheted (doz)","2024","Papua New Guinea","1,469"
"6110202079 W/g Pullovers Of Cotton, Lt 36% Flax Fibers, Nesoi (doz)","2024","Papua New Guinea","345"
"6110303053 M/b Pullovers Man-made Fibers Knit/crocheted Nesoi (doz)","2024","Papua New Guinea","2,595"
"6110303059 W/g Pullovers Man-made Fibers Knit/crocheted Nesoi (doz)","2024","Papua New Guinea","1,880"
"6110303059 W/g Pullovers Man-made Fibers Knit/crocheted Nesoi (doz)","2024","Tonga","7,204"
"6201302060 Boys' Overcoat Ex Raincoat Cot Ex Crdry/down,nt Kt (doz)","2024","Tonga","1,379"
"6201407511 Men's Anoraks & Smlr Art Manmade Fiber Nesoi,nt Kt (doz)","2024","Palau","400"
"6201407511 Men's Anoraks & Smlr Art Manmade Fiber Nesoi,nt Kt (doz)","2024","Tonga","2,168"
"6203322050 Boys' Jac/blaz Nesoi Lt 36% Flx Fib, Not Knit/crc (doz)","2024","Vanuatu","1,937"
"6204434030 Women's Dresses Syn Fib Lt 36% By Wt W/fah N Knt (doz)","2024","Samoa","901"
"6204522070 Women's Skirt & Divided Skirt Cotton; Nesoi, Nt Kt (doz)","2024","Tonga","968"
"6204621566 Girls' Shorts Of Cotton, Not Knit, Nesoi Rpo (doz)","2024","Tonga","1,209"
"6204628011 Womens Blue Denm Trousers & Breeches Cotto Nesoi (doz)","2024","Papua New Guinea","806"
"6211431092 W/g Garments Nesoi Of Man-made Fibers, Not Knit (doz)","2024","Samoa","2,098"
"6214200000 Shawls Scarves And The Like Of Wool, Not Knit (doz)","2024","Samoa","4,734"
